id,category_alias,category_title,restaurant_id,restaurant_name,restaurant_price,restaurant_review_count,restaurant_rating,restaurant_phone,restaurant_distance,restaurant_coordinates_latitude,restaurant_coordinates_longitude,restaurant_location_zip_code,restaurant_location_address1
0,german,German,8uBE9ZgfZOM2z_Rllw478Q,Stadtklause,€,172,4.5,+493051056381,2205.244050414826,52.504779,13.380618,10963,Bernburger Str. 35
1,modern_european,Modern European,6BCLgz8j6j2em7XLLsXoow,Lorenz Adlon Esszimmer,€€€€,67,5.0,+493022611960,969.3816096240975,52.516109,13.380014,10117,Unter den Linden 77
2,ramen,Ramen,jIddBhydYQEOECaa199Hag,Cocolo Ramen,€€,293,4.0,+493098339073,1612.2813770372095,52.52718,13.39934,10119,Gipsstr. 3
3,burgers,Burgers,yAhYpg2GGeEUV2Li7HOp8g,Momotaro Tavern,€€,57,4.5,+4915203708888,2315.5159976568266,52.521213,13.4096765920655,10178,Panoramastr. 1 A
4,asianfusion,Asian Fusion,yAhYpg2GGeEUV2Li7HOp8g,Momotaro Tavern,€€,57,4.5,+4915203708888,2315.5159976568266,52.521213,13.4096765920655,10178,Panoramastr. 1 A
5,arabian,Arabian,zoV7ywdHBys01E2ndtzZ3Q,Cana Restaurant,€€,49,4.5,+493024083280,2610.3392219279554,52.5122795127759,13.4088950945122,10179,Neue Roßstr. 11 - 12
6,breakfast_brunch,Breakfast & Brunch,Eobze0Xon9szj_2nj7BrUQ,FACTORY GIRL,€€,262,4.0,+493045950405,1588.9623906143374,52.527302,13.398852,10119,Auguststr. 29 C
7,cafes,Cafes,Eobze0Xon9szj_2nj7BrUQ,FACTORY GIRL,€€,262,4.0,+493045950405,1588.9623906143374,52.527302,13.398852,10119,Auguststr. 29 C
8,desserts,Desserts,Eobze0Xon9szj_2nj7BrUQ,FACTORY GIRL,€€,262,4.0,+493045950405,1588.9623906143374,52.527302,13.398852,10119,Auguststr. 29 C
9,indpak,Indian,1EQUHShNgesuKm-5LEfaeg,AmmAmma,€,138,4.5,+493074073516,4357.7835202157885,52.49198,13.41188,10967,Urbanstr. 28 a
10,dimsum,Dim Sum,yqX-QbXxw3BCoBgnaqrOqw,Lecker Song,€,77,4.5,+493026374447,3744.1480658188448,52.544112,13.420731,10437,Schliemannstr. 19
11,german,German,dXiRPNAnhCMOykD53SFsXQ,Aigner Gendarmenmarkt,€€€,120,4.0,+4930203751850,1477.6131229937992,52.5146991,13.3907825,10117,Französischestr. 25
12,austrian,Austrian,dXiRPNAnhCMOykD53SFsXQ,Aigner Gendarmenmarkt,€€€,120,4.0,+4930203751850,1477.6131229937992,52.5146991,13.3907825,10117,Französischestr. 25
13,tradamerican,American (Traditional),OACJ6kJYAorqcI0_FfeSZg,Southern Vittles,,10,4.5,+4915229420749,3268.3678423708984,52.54142,13.41526,10437,Lychener Str. 6
14,international,International,UzXq4QuasWnooTzHQlsMJg,Muse,€€,60,4.5,+493040056289,3352.0209794086654,52.53299,13.42322,10405,Immanuelkirchstr. 31
15,sandwiches,Sandwiches,UzXq4QuasWnooTzHQlsMJg,Muse,€€,60,4.5,+493040056289,3352.0209794086654,52.53299,13.42322,10405,Immanuelkirchstr. 31
16,burgers,Burgers,UzXq4QuasWnooTzHQlsMJg,Muse,€€,60,4.5,+493040056289,3352.0209794086654,52.53299,13.42322,10405,Immanuelkirchstr. 31
17,hotdogs,Fast Food,KP_8I0zN9s50fWWf-S6mgg,Burgermeister,€,715,4.0,+493023883840,5198.937930223258,52.5011,13.442463,10997,Oberbaumstr. 8
18,burgers,Burgers,KP_8I0zN9s50fWWf-S6mgg,Burgermeister,€,715,4.0,+493023883840,5198.937930223258,52.5011,13.442463,10997,Oberbaumstr. 8
19,japanese,Japanese,K3g3Htcj3bTYR1rdWK6oDg,Momiji,€€,12,5.0,+493055286406,4239.249644918006,52.50663,13.32044,10623,Bleibtreustr. 52
20,pizza,Pizza,6xWLh3tMHxwg3o9uSkpF0g,Muckrakers Pizza,€,15,4.5,+493085612456,598.9572473865429,52.522359,13.384006,10117,Marienstr. 18
21,korean,Korean,HKWblNIz05tlm7tH0ROblw,NaNum,,4,4.5,+491772084785,2722.1495188242216,52.5025789213273,13.394095435339,10969,Lindenstr. 90
22,themedcafes,Themed Cafes,HKWblNIz05tlm7tH0ROblw,NaNum,,4,4.5,+491772084785,2722.1495188242216,52.5025789213273,13.394095435339,10969,Lindenstr. 90
23,chocolate,Chocolatiers & Shops,MqiobbxpvGTciQk75G9u2w,Rausch Schokoladenhaus,€€,309,4.5,+4930757880,1719.063263067461,52.51199,13.3913499,10117,Charlottenstr. 60
24,cafes,Cafes,MqiobbxpvGTciQk75G9u2w,Rausch Schokoladenhaus,€€,309,4.5,+4930757880,1719.063263067461,52.51199,13.3913499,10117,Charlottenstr. 60
25,israeli,Israeli,ZTdPX0iOUSjHU3_2jRrYeQ,JOSEPH,,5,4.0,+4930314950700,818.1424669456077,52.525941,13.387679,10117,Friedrichstr. 113
26,ramen,Ramen,UtXUOUPGFyGAwWyEH3sCng,Takumi'9 Sapporo,€€,38,4.5,,794.5626986632531,52.52903,13.38472,10115,Chausseestr. 124
27,korean,Korean,3jR9kN7g6vW1WuPBUe9bZg,Yam Yam,€€,266,4.0,+493024632485,2222.424074744964,52.5275688928154,13.4082897611297,10119,Alte Schönhauser Str. 6
28,tapasmallplates,Tapas/Small Plates,0f3-k1Hyu6__ajXjRpDbCg,Volver,€€,63,4.0,+493027572164,355.7619922746784,52.52228,13.37987,10117,Luisenstr. 41
29,international,International,UzXq4QuasWnooTzHQlsMJg,Muse,€€,60,4.5,+493040056289,3352.0209794086654,52.53299,13.42322,10405,Immanuelkirchstr. 31
30,sandwiches,Sandwiches,UzXq4QuasWnooTzHQlsMJg,Muse,€€,60,4.5,+493040056289,3352.0209794086654,52.53299,13.42322,10405,Immanuelkirchstr. 31
31,burgers,Burgers,UzXq4QuasWnooTzHQlsMJg,Muse,€€,60,4.5,+493040056289,3352.0209794086654,52.53299,13.42322,10405,Immanuelkirchstr. 31
32,hotdogs,Fast Food,KP_8I0zN9s50fWWf-S6mgg,Burgermeister,€,715,4.0,+493023883840,5198.937930223258,52.5011,13.442463,10997,Oberbaumstr. 8
33,burgers,Burgers,KP_8I0zN9s50fWWf-S6mgg,Burgermeister,€,715,4.0,+493023883840,5198.937930223258,52.5011,13.442463,10997,Oberbaumstr. 8
34,japanese,Japanese,K3g3Htcj3bTYR1rdWK6oDg,Momiji,€€,12,5.0,+493055286406,4239.249644918006,52.50663,13.32044,10623,Bleibtreustr. 52
35,pizza,Pizza,6xWLh3tMHxwg3o9uSkpF0g,Muckrakers Pizza,€,15,4.5,+493085612456,598.9572473865429,52.522359,13.384006,10117,Marienstr. 18
36,korean,Korean,HKWblNIz05tlm7tH0ROblw,NaNum,,4,4.5,+491772084785,2722.1495188242216,52.5025789213273,13.394095435339,10969,Lindenstr. 90
37,themedcafes,Themed Cafes,HKWblNIz05tlm7tH0ROblw,NaNum,,4,4.5,+491772084785,2722.1495188242216,52.5025789213273,13.394095435339,10969,Lindenstr. 90
38,chocolate,Chocolatiers & Shops,MqiobbxpvGTciQk75G9u2w,Rausch Schokoladenhaus,€€,309,4.5,+4930757880,1719.063263067461,52.51199,13.3913499,10117,Charlottenstr. 60
39,cafes,Cafes,MqiobbxpvGTciQk75G9u2w,Rausch Schokoladenhaus,€€,309,4.5,+4930757880,1719.063263067461,52.51199,13.3913499,10117,Charlottenstr. 60
40,israeli,Israeli,ZTdPX0iOUSjHU3_2jRrYeQ,JOSEPH,,5,4.0,+4930314950700,818.1424669456077,52.525941,13.387679,10117,Friedrichstr. 113
41,ramen,Ramen,UtXUOUPGFyGAwWyEH3sCng,Takumi'9 Sapporo,€€,38,4.5,,794.5626986632531,52.52903,13.38472,10115,Chausseestr. 124
42,korean,Korean,3jR9kN7g6vW1WuPBUe9bZg,Yam Yam,€€,266,4.0,+493024632485,2222.424074744964,52.5275688928154,13.4082897611297,10119,Alte Schönhauser Str. 6
43,tapasmallplates,Tapas/Small Plates,0f3-k1Hyu6__ajXjRpDbCg,Volver,€€,63,4.0,+493027572164,355.7619922746784,52.52228,13.37987,10117,Luisenstr. 41
44,breakfast_brunch,Breakfast & Brunch,_n0Awcf8FFjXBJaCgXXROw,Café Bondi,€€,109,4.5,,1035.2026097377952,52.53034261696,13.38763160899,10115,Eichendorffstr. 6
45,cafes,Cafes,_n0Awcf8FFjXBJaCgXXROw,Café Bondi,€€,109,4.5,,1035.2026097377952,52.53034261696,13.38763160899,10115,Eichendorffstr. 6
46,french,French,hQ-fr8MvEV5RtJlezni1Pg,LA BUVETTE Steakhouse,€€€,88,4.5,+493094405363,858.1386399721341,52.53113129,13.38205394,10115,Chausseestr. 110
47,brasseries,Brasseries,hQ-fr8MvEV5RtJlezni1Pg,LA BUVETTE Steakhouse,€€€,88,4.5,+493094405363,858.1386399721341,52.53113129,13.38205394,10115,Chausseestr. 110
48,japanese,Japanese,ooJMgzHAeg9XuPbKnkBVng,Ushido,€€€,48,4.5,+493055242448,3378.2181934121986,52.5423217870669,13.4161812346983,10437,Lychener Str. 18
49,bbq,Barbeque,ooJMgzHAeg9XuPbKnkBVng,Ushido,€€€,48,4.5,+493055242448,3378.2181934121986,52.5423217870669,13.4161812346983,10437,Lychener Str. 18
50,japanese,Japanese,vWnOzHkdNBxnVGe-Vbbjyw,Udagawa,€€,53,4.0,+49303123014,4925.257096880612,52.50634,13.30962,10625,Kantstr. 118
51,coffee,Coffee & Tea,vFQkzyNaKXBMZExeHRSOyg,Pret A Manger,,7,4.5,+492078278000,426.20937389649447,52.5243338564226,13.3695555026919,10557,Europaplatz 1
52,breakfast_brunch,Breakfast & Brunch,vFQkzyNaKXBMZExeHRSOyg,Pret A Manger,,7,4.5,+492078278000,426.20937389649447,52.5243338564226,13.3695555026919,10557,Europaplatz 1
53,sandwiches,Sandwiches,vFQkzyNaKXBMZExeHRSOyg,Pret A Manger,,7,4.5,+492078278000,426.20937389649447,52.5243338564226,13.3695555026919,10557,Europaplatz 1
54,chinese,Chinese,7EsX1wNmWwAdYNXwurVtxA,Da Jia Le,€€,62,4.5,+493021459745,3454.808763708114,52.49421,13.36378,10783,Goebenstr. 23
55,oriental,Oriental,KdK273qKNfE4J0AizT2rww,Sabzi,€,18,4.5,+491776712732,264.86630651187755,52.52314,13.379268,10117,Luisenstr. 15
56,hotdogs,Fast Food,KdK273qKNfE4J0AizT2rww,Sabzi,€,18,4.5,+491776712732,264.86630651187755,52.52314,13.379268,10117,Luisenstr. 15
57,mideastern,Middle Eastern,KdK273qKNfE4J0AizT2rww,Sabzi,€,18,4.5,+491776712732,264.86630651187755,52.52314,13.379268,10117,Luisenstr. 15
58,singaporean,Singaporean,0kbsEXLJEdqCwSws7BRqXg,Taste,€,9,4.5,+4917672971948,3171.3641056350543,52.52411,13.32896,10555,Alt-Moabit 54
59,korean,Korean,NnvM46-PnfmEdSYpCP6mGQ,Guten Dag,€,22,4.5,+4917672606287,3678.880194257397,52.5482529804299,13.4135445579886,10437,Schönhauser Allee 120
60,chickenshop,Chicken Shop,NnvM46-PnfmEdSYpCP6mGQ,Guten Dag,€,22,4.5,+4917672606287,3678.880194257397,52.5482529804299,13.4135445579886,10437,Schönhauser Allee 120
61,mediterranean,Mediterranean,JtIJESqexMTtznNchqaG0g,Mezem,€,40,5.0,+4917683220425,4811.574286216521,52.50629,13.311274,10625,Kantstr. 124
62,breakfast_brunch,Breakfast & Brunch,_n0Awcf8FFjXBJaCgXXROw,Café Bondi,€€,109,4.5,,1035.2026097377952,52.53034261696,13.38763160899,10115,Eichendorffstr. 6
63,cafes,Cafes,_n0Awcf8FFjXBJaCgXXROw,Café Bondi,€€,109,4.5,,1035.2026097377952,52.53034261696,13.38763160899,10115,Eichendorffstr. 6
64,french,French,hQ-fr8MvEV5RtJlezni1Pg,LA BUVETTE Steakhouse,€€€,88,4.5,+493094405363,858.1386399721341,52.53113129,13.38205394,10115,Chausseestr. 110
65,brasseries,Brasseries,hQ-fr8MvEV5RtJlezni1Pg,LA BUVETTE Steakhouse,€€€,88,4.5,+493094405363,858.1386399721341,52.53113129,13.38205394,10115,Chausseestr. 110
66,japanese,Japanese,ooJMgzHAeg9XuPbKnkBVng,Ushido,€€€,48,4.5,+493055242448,3378.2181934121986,52.5423217870669,13.4161812346983,10437,Lychener Str. 18
67,bbq,Barbeque,ooJMgzHAeg9XuPbKnkBVng,Ushido,€€€,48,4.5,+493055242448,3378.2181934121986,52.5423217870669,13.4161812346983,10437,Lychener Str. 18
68,japanese,Japanese,vWnOzHkdNBxnVGe-Vbbjyw,Udagawa,€€,53,4.0,+49303123014,4925.257096880612,52.50634,13.30962,10625,Kantstr. 118
69,coffee,Coffee & Tea,vFQkzyNaKXBMZExeHRSOyg,Pret A Manger,,7,4.5,+492078278000,426.20937389649447,52.5243338564226,13.3695555026919,10557,Europaplatz 1
70,breakfast_brunch,Breakfast & Brunch,vFQkzyNaKXBMZExeHRSOyg,Pret A Manger,,7,4.5,+492078278000,426.20937389649447,52.5243338564226,13.3695555026919,10557,Europaplatz 1
71,sandwiches,Sandwiches,vFQkzyNaKXBMZExeHRSOyg,Pret A Manger,,7,4.5,+492078278000,426.20937389649447,52.5243338564226,13.3695555026919,10557,Europaplatz 1
72,chinese,Chinese,7EsX1wNmWwAdYNXwurVtxA,Da Jia Le,€€,62,4.5,+493021459745,3454.808763708114,52.49421,13.36378,10783,Goebenstr. 23
73,oriental,Oriental,KdK273qKNfE4J0AizT2rww,Sabzi,€,18,4.5,+491776712732,264.86630651187755,52.52314,13.379268,10117,Luisenstr. 15
74,hotdogs,Fast Food,KdK273qKNfE4J0AizT2rww,Sabzi,€,18,4.5,+491776712732,264.86630651187755,52.52314,13.379268,10117,Luisenstr. 15
75,mideastern,Middle Eastern,KdK273qKNfE4J0AizT2rww,Sabzi,€,18,4.5,+491776712732,264.86630651187755,52.52314,13.379268,10117,Luisenstr. 15
76,singaporean,Singaporean,0kbsEXLJEdqCwSws7BRqXg,Taste,€,9,4.5,+4917672971948,3171.3641056350543,52.52411,13.32896,10555,Alt-Moabit 54
77,korean,Korean,NnvM46-PnfmEdSYpCP6mGQ,Guten Dag,€,22,4.5,+4917672606287,3678.880194257397,52.5482529804299,13.4135445579886,10437,Schönhauser Allee 120
78,chickenshop,Chicken Shop,NnvM46-PnfmEdSYpCP6mGQ,Guten Dag,€,22,4.5,+4917672606287,3678.880194257397,52.5482529804299,13.4135445579886,10437,Schönhauser Allee 120
79,mediterranean,Mediterranean,JtIJESqexMTtznNchqaG0g,Mezem,€,40,5.0,+4917683220425,4811.574286216521,52.50629,13.311274,10625,Kantstr. 124
80,cafes,Cafes,fYaEKJzXZvaJ0E9HrtEbTg,Du Bonheur,€€,49,4.5,+493056591955,1987.9928244104124,52.5362432,13.3978679,10115,Brunnenstr. 39
81,bakeries,Bakeries,fYaEKJzXZvaJ0E9HrtEbTg,Du Bonheur,€€,49,4.5,+493056591955,1987.9928244104124,52.5362432,13.3978679,10115,Brunnenstr. 39
82,delicatessen,Delicatessen,fYaEKJzXZvaJ0E9HrtEbTg,Du Bonheur,€€,49,4.5,+493056591955,1987.9928244104124,52.5362432,13.3978679,10115,Brunnenstr. 39
83,ramen,Ramen,BoF7-MWqdvCPhAlir9KTJw,ULT Ramen,€,17,4.0,,2933.344720746928,52.54999,13.36533,13347,Schulstr. 29
84,italian,Italian,Uv0i4nrfjgUVJenHbcxlyA,Dolcini,€€,34,4.5,+493024630456,1378.432867680872,52.51384,13.38688,10117,Jägerstr. 70
85,bakeries,Bakeries,ZU-Ff2smJhlL3zqDBmjS7w,Cafe Albrecht,€,9,4.0,+493053156698,561.0560883180382,52.5231500048486,13.3838896792413,10117,Reinhardtstr. 23
86,coffee,Coffee & Tea,ZU-Ff2smJhlL3zqDBmjS7w,Cafe Albrecht,€,9,4.0,+493053156698,561.0560883180382,52.5231500048486,13.3838896792413,10117,Reinhardtstr. 23
87,breakfast_brunch,Breakfast & Brunch,ZU-Ff2smJhlL3zqDBmjS7w,Cafe Albrecht,€,9,4.0,+493053156698,561.0560883180382,52.5231500048486,13.3838896792413,10117,Reinhardtstr. 23
88,wine_bars,Wine Bars,uR7wsySeBtVySv9QO8_hgg,Weingalerie und Café NÖ!,€€,131,4.5,+49302010871,1418.375690635572,52.51327,13.38625,10117,Glinkastr. 23
89,mediterranean,Mediterranean,uR7wsySeBtVySv9QO8_hgg,Weingalerie und Café NÖ!,€€,131,4.5,+49302010871,1418.375690635572,52.51327,13.38625,10117,Glinkastr. 23
90,flatbread,Flatbread,uR7wsySeBtVySv9QO8_hgg,Weingalerie und Café NÖ!,€€,131,4.5,+49302010871,1418.375690635572,52.51327,13.38625,10117,Glinkastr. 23
91,german,German,MV2ZhPtmZQJ2WCVgzEA5XQ,Zur Haxe,€€,82,4.5,+49304216312,4712.711882389639,52.54477,13.43699,10409,Erich-Weinert-Str. 128
92,scottish,Scottish,FqjkhdhJIpxAVFGfytu73A,Hirsch & Hase,,5,5.0,+4917631322073,2281.968223179457,52.542081,13.393723,13355,Brunnenstr. 73
93,beergarden,Beer Garden,FqjkhdhJIpxAVFGfytu73A,Hirsch & Hase,,5,5.0,+4917631322073,2281.968223179457,52.542081,13.393723,13355,Brunnenstr. 73
94,tapasmallplates,Tapas/Small Plates,FqjkhdhJIpxAVFGfytu73A,Hirsch & Hase,,5,5.0,+4917631322073,2281.968223179457,52.542081,13.393723,13355,Brunnenstr. 73
95,french,French,RUH98f6xTacjyDHkOVyoBA,Mirage Bistrot,,3,4.5,+493046992074,2341.426078199031,52.5450588943835,13.3691697567701,13347,Reinickendorfer Str. 110
96,breakfast_brunch,Breakfast & Brunch,RUH98f6xTacjyDHkOVyoBA,Mirage Bistrot,,3,4.5,+493046992074,2341.426078199031,52.5450588943835,13.3691697567701,13347,Reinickendorfer Str. 110
97,mediterranean,Mediterranean,RUH98f6xTacjyDHkOVyoBA,Mirage Bistrot,,3,4.5,+493046992074,2341.426078199031,52.5450588943835,13.3691697567701,13347,Reinickendorfer Str. 110
98,burgers,Burgers,K1U73tI42PdMoyj3pdSDcw,Louis Alfons,€€,14,4.5,+493064491107,2235.804649472597,52.544307,13.371223,13347,Gerichtstr. 60
99,steak,Steakhouses,K1U73tI42PdMoyj3pdSDcw,Louis Alfons,€€,14,4.5,+493064491107,2235.804649472597,52.544307,13.371223,13347,Gerichtstr. 60
100,tradamerican,American (Traditional),ZTcs1Un-EC2ssadXifM4Dg,Mogg,€€,110,4.0,+4930330060770,1278.5184415017968,52.526492,13.394437,10117,Auguststr. 11 - 13
101,sandwiches,Sandwiches,ZTcs1Un-EC2ssadXifM4Dg,Mogg,€€,110,4.0,+4930330060770,1278.5184415017968,52.526492,13.394437,10117,Auguststr. 11 - 13
102,cafes,Cafes,fYaEKJzXZvaJ0E9HrtEbTg,Du Bonheur,€€,49,4.5,+493056591955,1987.9928244104124,52.5362432,13.3978679,10115,Brunnenstr. 39
103,bakeries,Bakeries,fYaEKJzXZvaJ0E9HrtEbTg,Du Bonheur,€€,49,4.5,+493056591955,1987.9928244104124,52.5362432,13.3978679,10115,Brunnenstr. 39
104,delicatessen,Delicatessen,fYaEKJzXZvaJ0E9HrtEbTg,Du Bonheur,€€,49,4.5,+493056591955,1987.9928244104124,52.5362432,13.3978679,10115,Brunnenstr. 39
105,ramen,Ramen,BoF7-MWqdvCPhAlir9KTJw,ULT Ramen,€,17,4.0,,2933.344720746928,52.54999,13.36533,13347,Schulstr. 29
106,italian,Italian,Uv0i4nrfjgUVJenHbcxlyA,Dolcini,€€,34,4.5,+493024630456,1378.432867680872,52.51384,13.38688,10117,Jägerstr. 70
