id,category_alias,category_title,restaurant_id,restaurant_name,restaurant_price,restaurant_review_count,restaurant_rating,restaurant_phone,restaurant_distance,restaurant_coordinates_latitude,restaurant_coordinates_longitude,restaurant_location_zip_code,restaurant_location_address1
215,persian,Persian/Iranian,Crr51VSLMRKD7EaIsvW4lA,Kourosh,€€,19,4.5,+491729441960,3651.232302035035,52.5001,13.33953,10789,Lietzenburger Str. 20 b
216,oriental,Oriental,Crr51VSLMRKD7EaIsvW4lA,Kourosh,€€,19,4.5,+491729441960,3651.232302035035,52.5001,13.33953,10789,Lietzenburger Str. 20 b
217,spanish,Spanish,6UUxSr7fDTT4tH8Wk0AeeQ,Picoteo,€€,27,4.5,+493060407400,3894.4089414340797,52.4977,13.4131,10999,Erkelenzdamm 47
218,portuguese,Portuguese,6UUxSr7fDTT4tH8Wk0AeeQ,Picoteo,€€,27,4.5,+493060407400,3894.4089414340797,52.4977,13.4131,10999,Erkelenzdamm 47
219,scandinavian,Scandinavian,6Y_TsOhlOm8ypfZdet0R6Q,Saeson,,3,4.5,,2418.2437906159903,52.5034901396385,13.3660202008059,10785,Potsdamer Str. 67
220,turkish,Turkish,fcAUXFbhQKjJHbvL7ns8BA,Gümüş,€,15,4.5,+49307812040,4280.9790801171985,52.487484,13.3578894,10827,Hauptstr. 148
221,bakeries,Bakeries,fcAUXFbhQKjJHbvL7ns8BA,Gümüş,€,15,4.5,+49307812040,4280.9790801171985,52.487484,13.3578894,10827,Hauptstr. 148
222,cafes,Cafes,K3uCd6IiY8-FVCJ3SVc2Og,Berliner Pfannkuchen,,1,5.0,+49302826537,1623.6656882421441,52.526383,13.399313,10178,Sophienstr. 30 - 31
223,pancakes,Pancakes,K3uCd6IiY8-FVCJ3SVc2Og,Berliner Pfannkuchen,,1,5.0,+49302826537,1623.6656882421441,52.526383,13.399313,10178,Sophienstr. 30 - 31
224,modern_european,Modern European,VxEtPoyFWPma8pOoY8rtrQ,Pantry,€€€,72,4.0,+493034623612,785.4274838718613,52.5266,13.38693,10117,Friedrichstr. 120
225,bbq,Barbeque,GIcY8nfARQLzOJ-M6NJWSQ,Chicago Williams BBQ,€€,138,3.5,+493028042422,729.9963874962543,52.5271533,13.3856489,10115,Hannoversche Str. 2
226,sandwiches,Sandwiches,GIcY8nfARQLzOJ-M6NJWSQ,Chicago Williams BBQ,€€,138,3.5,+493028042422,729.9963874962543,52.5271533,13.3856489,10115,Hannoversche Str. 2
227,burgers,Burgers,dNht4DP1HLtVXmL_V4iNlw,The Bird,€€,665,4.0,+493051053283,3201.650037116568,52.54674,13.40575,10437,Am Falkplatz 5
228,steak,Steakhouses,dNht4DP1HLtVXmL_V4iNlw,The Bird,€€,665,4.0,+493051053283,3201.650037116568,52.54674,13.40575,10437,Am Falkplatz 5
229,pizza,Pizza,CAoUMz4XJGvSVEccEOQ04A,Pascarella,€€,6,4.5,+493031168580,957.9719753896072,52.5323,13.38143,10115,Chauseestr. 30
230,italian,Italian,CAoUMz4XJGvSVEccEOQ04A,Pascarella,€€,6,4.5,+493031168580,957.9719753896072,52.5323,13.38143,10115,Chauseestr. 30
231,burgers,Burgers,XQpE_t-OfYrA59Bx8_JaSA,Rembrandt-Burger,€€,187,4.5,+493089997296,4896.027225110672,52.52002,13.44783,10249,Richard-Sorge-Str. 21
232,persian,Persian/Iranian,Crr51VSLMRKD7EaIsvW4lA,Kourosh,€€,19,4.5,+491729441960,3651.232302035035,52.5001,13.33953,10789,Lietzenburger Str. 20 b
233,oriental,Oriental,Crr51VSLMRKD7EaIsvW4lA,Kourosh,€€,19,4.5,+491729441960,3651.232302035035,52.5001,13.33953,10789,Lietzenburger Str. 20 b
234,spanish,Spanish,6UUxSr7fDTT4tH8Wk0AeeQ,Picoteo,€€,27,4.5,+493060407400,3894.4089414340797,52.4977,13.4131,10999,Erkelenzdamm 47
235,portuguese,Portuguese,6UUxSr7fDTT4tH8Wk0AeeQ,Picoteo,€€,27,4.5,+493060407400,3894.4089414340797,52.4977,13.4131,10999,Erkelenzdamm 47
236,scandinavian,Scandinavian,6Y_TsOhlOm8ypfZdet0R6Q,Saeson,,3,4.5,,2418.2437906159903,52.5034901396385,13.3660202008059,10785,Potsdamer Str. 67
237,turkish,Turkish,fcAUXFbhQKjJHbvL7ns8BA,Gümüş,€,15,4.5,+49307812040,4280.9790801171985,52.487484,13.3578894,10827,Hauptstr. 148
238,bakeries,Bakeries,fcAUXFbhQKjJHbvL7ns8BA,Gümüş,€,15,4.5,+49307812040,4280.9790801171985,52.487484,13.3578894,10827,Hauptstr. 148
239,cafes,Cafes,K3uCd6IiY8-FVCJ3SVc2Og,Berliner Pfannkuchen,,1,5.0,+49302826537,1623.6656882421441,52.526383,13.399313,10178,Sophienstr. 30 - 31
240,pancakes,Pancakes,K3uCd6IiY8-FVCJ3SVc2Og,Berliner Pfannkuchen,,1,5.0,+49302826537,1623.6656882421441,52.526383,13.399313,10178,Sophienstr. 30 - 31
241,modern_european,Modern European,VxEtPoyFWPma8pOoY8rtrQ,Pantry,€€€,72,4.0,+493034623612,785.4274838718613,52.5266,13.38693,10117,Friedrichstr. 120
242,bbq,Barbeque,GIcY8nfARQLzOJ-M6NJWSQ,Chicago Williams BBQ,€€,138,3.5,+493028042422,729.9963874962543,52.5271533,13.3856489,10115,Hannoversche Str. 2
243,sandwiches,Sandwiches,GIcY8nfARQLzOJ-M6NJWSQ,Chicago Williams BBQ,€€,138,3.5,+493028042422,729.9963874962543,52.5271533,13.3856489,10115,Hannoversche Str. 2
244,burgers,Burgers,dNht4DP1HLtVXmL_V4iNlw,The Bird,€€,665,4.0,+493051053283,3201.650037116568,52.54674,13.40575,10437,Am Falkplatz 5
245,steak,Steakhouses,dNht4DP1HLtVXmL_V4iNlw,The Bird,€€,665,4.0,+493051053283,3201.650037116568,52.54674,13.40575,10437,Am Falkplatz 5
246,mexican,Mexican,gpJiSuJ7fFejl1mBXIA_mg,Maria Bonita,€€,185,4.0,,3369.257528985182,52.54039,13.41811,10435,Danziger Str. 33
247,mediterranean,Mediterranean,ut222NyCMpKcugCq6lr6yw,Mani,€€,51,4.5,+491636359464,1699.4674584898255,52.52937,13.39959,10119,Torstr. 136
248,cafes,Cafes,VYY47QpwTFNz8KsL7xWzLg,Flamingo Fresh Food Bar,€€,70,4.5,+493083218865,852.2957728369403,52.5194401,13.3854612,10117,Neustädtische Kirchstr. 8
249,breakfast_brunch,Breakfast & Brunch,VYY47QpwTFNz8KsL7xWzLg,Flamingo Fresh Food Bar,€€,70,4.5,+493083218865,852.2957728369403,52.5194401,13.3854612,10117,Neustädtische Kirchstr. 8
250,sandwiches,Sandwiches,VYY47QpwTFNz8KsL7xWzLg,Flamingo Fresh Food Bar,€€,70,4.5,+493083218865,852.2957728369403,52.5194401,13.3854612,10117,Neustädtische Kirchstr. 8
251,german,German,L6fEV0NBc4JlLhWIK6YFsA,Refugium,€€€,30,4.0,+49302291661,1658.2845813047597,52.5136111,13.3927778,10117,Gendarmenmarkt 5
252,international,International,L6fEV0NBc4JlLhWIK6YFsA,Refugium,€€€,30,4.0,+49302291661,1658.2845813047597,52.5136111,13.3927778,10117,Gendarmenmarkt 5
253,african,African,bYfh5awq3no8WxiWvs7PNA,Safari Imbiss,€,11,4.5,+4917634197063,3063.092812367553,52.54872,13.35459,13353,Müllerstr. 143
254,foodstands,Food Stands,bYfh5awq3no8WxiWvs7PNA,Safari Imbiss,€,11,4.5,+4917634197063,3063.092812367553,52.54872,13.35459,13353,Müllerstr. 143
255,indpak,Indian,DSOCAQ1coKLb28LW3c_nOw,Zaika,€€,193,4.5,+493040003435,4122.155018997884,52.54803,13.42284,10439,Wichertstr. 57
256,cafes,Cafes,imsmsRKFvJAUWEacpvCM2w,Grilled Pocket Sandwich G.P.S,€,9,5.0,+491639202131,3262.648859213236,52.529495,13.328365,10553,Beusselstr. 63
257,sandwiches,Sandwiches,imsmsRKFvJAUWEacpvCM2w,Grilled Pocket Sandwich G.P.S,€,9,5.0,+491639202131,3262.648859213236,52.529495,13.328365,10553,Beusselstr. 63
258,seafood,Seafood,jywTSGNm2fhFDoU6BVp7BQ,Seaside,€€€,33,4.0,+493020917354,1679.8396293950557,52.5119743,13.389979,10117,Mohrenstr. 17
259,georgian,Georgian,PK_xINqJR32W4tRZUih4hQ,Tbilisi,€€,19,4.0,+493023927015,3743.6584084238325,52.551805,13.408004,10439,Schönfließer Str. 15
260,wine_bars,Wine Bars,PK_xINqJR32W4tRZUih4hQ,Tbilisi,€€,19,4.0,+493023927015,3743.6584084238325,52.551805,13.408004,10439,Schönfließer Str. 15
261,breakfast_brunch,Breakfast & Brunch,6Ek2tWEgAOtzPejS2gdbvw,Benedict,€€,133,4.0,+4930994040997,4661.6350815427395,52.49683,13.32393,10719,Uhlandstr. 49
262,international,International,6Ek2tWEgAOtzPejS2gdbvw,Benedict,€€,133,4.0,+4930994040997,4661.6350815427395,52.49683,13.32393,10719,Uhlandstr. 49
263,mexican,Mexican,gpJiSuJ7fFejl1mBXIA_mg,Maria Bonita,€€,185,4.0,,3369.257528985182,52.54039,13.41811,10435,Danziger Str. 33
264,mediterranean,Mediterranean,ut222NyCMpKcugCq6lr6yw,Mani,€€,51,4.5,+491636359464,1699.4674584898255,52.52937,13.39959,10119,Torstr. 136
265,cafes,Cafes,VYY47QpwTFNz8KsL7xWzLg,Flamingo Fresh Food Bar,€€,70,4.5,+493083218865,852.2957728369403,52.5194401,13.3854612,10117,Neustädtische Kirchstr. 8
266,breakfast_brunch,Breakfast & Brunch,VYY47QpwTFNz8KsL7xWzLg,Flamingo Fresh Food Bar,€€,70,4.5,+493083218865,852.2957728369403,52.5194401,13.3854612,10117,Neustädtische Kirchstr. 8
267,sandwiches,Sandwiches,VYY47QpwTFNz8KsL7xWzLg,Flamingo Fresh Food Bar,€€,70,4.5,+493083218865,852.2957728369403,52.5194401,13.3854612,10117,Neustädtische Kirchstr. 8
268,german,German,L6fEV0NBc4JlLhWIK6YFsA,Refugium,€€€,30,4.0,+49302291661,1658.2845813047597,52.5136111,13.3927778,10117,Gendarmenmarkt 5
269,international,International,L6fEV0NBc4JlLhWIK6YFsA,Refugium,€€€,30,4.0,+49302291661,1658.2845813047597,52.5136111,13.3927778,10117,Gendarmenmarkt 5
270,african,African,bYfh5awq3no8WxiWvs7PNA,Safari Imbiss,€,11,4.5,+4917634197063,3063.092812367553,52.54872,13.35459,13353,Müllerstr. 143
271,foodstands,Food Stands,bYfh5awq3no8WxiWvs7PNA,Safari Imbiss,€,11,4.5,+4917634197063,3063.092812367553,52.54872,13.35459,13353,Müllerstr. 143
272,indpak,Indian,DSOCAQ1coKLb28LW3c_nOw,Zaika,€€,193,4.5,+493040003435,4122.155018997884,52.54803,13.42284,10439,Wichertstr. 57
273,cafes,Cafes,imsmsRKFvJAUWEacpvCM2w,Grilled Pocket Sandwich G.P.S,€,9,5.0,+491639202131,3262.648859213236,52.529495,13.328365,10553,Beusselstr. 63
274,sandwiches,Sandwiches,imsmsRKFvJAUWEacpvCM2w,Grilled Pocket Sandwich G.P.S,€,9,5.0,+491639202131,3262.648859213236,52.529495,13.328365,10553,Beusselstr. 63
275,seafood,Seafood,jywTSGNm2fhFDoU6BVp7BQ,Seaside,€€€,33,4.0,+493020917354,1679.8396293950557,52.5119743,13.389979,10117,Mohrenstr. 17
276,georgian,Georgian,PK_xINqJR32W4tRZUih4hQ,Tbilisi,€€,19,4.0,+493023927015,3743.6584084238325,52.551805,13.408004,10439,Schönfließer Str. 15
277,wine_bars,Wine Bars,PK_xINqJR32W4tRZUih4hQ,Tbilisi,€€,19,4.0,+493023927015,3743.6584084238325,52.551805,13.408004,10439,Schönfließer Str. 15
278,breakfast_brunch,Breakfast & Brunch,6Ek2tWEgAOtzPejS2gdbvw,Benedict,€€,133,4.0,+4930994040997,4661.6350815427395,52.49683,13.32393,10719,Uhlandstr. 49
279,international,International,6Ek2tWEgAOtzPejS2gdbvw,Benedict,€€,133,4.0,+4930994040997,4661.6350815427395,52.49683,13.32393,10719,Uhlandstr. 49
280,panasian,Pan Asian,BhLXGATkWad1fdFvyc108g,Gia-Han,€,17,4.5,+493047010120,2036.3347275629906,52.5423757721864,13.3701165765524,13347,Reinickendorfer Str. 13
281,sushi,Sushi Bars,BhLXGATkWad1fdFvyc108g,Gia-Han,€,17,4.5,+493047010120,2036.3347275629906,52.5423757721864,13.3701165765524,13347,Reinickendorfer Str. 13
282,mediterranean,Mediterranean,ll8iSQnqNmhDZ0jtJbdUYQ,Merhaba,€€,37,4.5,+493048827940,3367.2283684654208,52.5288,13.4251,10405,Greifswalderstr. 4
283,oriental,Oriental,ll8iSQnqNmhDZ0jtJbdUYQ,Merhaba,€€,37,4.5,+493048827940,3367.2283684654208,52.5288,13.4251,10405,Greifswalderstr. 4
284,italian,Italian,sEIp8JdCDhEWgisvh168Qg,Osteria bei Pino,€€,61,4.5,+49304657179,2435.7157442095686,52.5441397,13.3602497,13353,Willdenowstr. 12
285,hotdog,Hot Dogs,WU1yyRCqv1t1j74uc63RIA,Oishii Hot Dog,€,42,4.0,+493033859394,3546.099353201883,52.54627,13.41401,10437,Schönhauser Allee 65
286,hotdogs,Fast Food,WU1yyRCqv1t1j74uc63RIA,Oishii Hot Dog,€,42,4.0,+493033859394,3546.099353201883,52.54627,13.41401,10437,Schönhauser Allee 65
287,cafes,Cafes,jZQRhVs-_gFmvyxaRBfMdg,Lina Bistro & Café,€€,7,4.5,+49302849841970,242.26977625966597,52.522927,13.37866,10117,Charitéstr.  3
288,lounges,Lounges,orKnWqdFr-Y-jnTw285YHw,Mein Haus am See,€€,161,4.0,+493023883561,1798.385419739355,52.5300561877761,13.4007587070716,10119,Brunnenstr. 197 - 198
289,cafes,Cafes,orKnWqdFr-Y-jnTw285YHw,Mein Haus am See,€€,161,4.0,+493023883561,1798.385419739355,52.5300561877761,13.4007587070716,10119,Brunnenstr. 197 - 198
290,italian,Italian,v2Bj0O983oqXWloPVgej-A,Ristorante a Mano,€€,59,4.5,+493095598243,3541.4528829891124,52.519343265958,13.4275348786102,10243,Strausberger Platz 2
291,japanese,Japanese,1CUzACE0UUo5J0BUtmvS0w,Shiori,€€€€,12,5.0,+493024337766,2181.8526206304014,52.52551,13.40816,10119,Max-Beer-Str. 13
292,cafes,Cafes,A81EKm7ru1nGbxXstEYBhA,MARS,€,6,4.5,+493046061205,2503.6561222135824,52.5461522170179,13.3663061656067,13347,Gerichtstr. 35
293,modern_european,Modern European,9jQV2Mln8hGWaot9Tj2_Dg,heimlichTreu,€€€,9,4.5,+493048494599,2012.1869744954367,52.53548401087,13.3993655938832,10115,Anklamer Str. 38
294,panasian,Pan Asian,BhLXGATkWad1fdFvyc108g,Gia-Han,€,17,4.5,+493047010120,2036.3347275629906,52.5423757721864,13.3701165765524,13347,Reinickendorfer Str. 13
295,sushi,Sushi Bars,BhLXGATkWad1fdFvyc108g,Gia-Han,€,17,4.5,+493047010120,2036.3347275629906,52.5423757721864,13.3701165765524,13347,Reinickendorfer Str. 13
296,mediterranean,Mediterranean,ll8iSQnqNmhDZ0jtJbdUYQ,Merhaba,€€,37,4.5,+493048827940,3367.2283684654208,52.5288,13.4251,10405,Greifswalderstr. 4
297,oriental,Oriental,ll8iSQnqNmhDZ0jtJbdUYQ,Merhaba,€€,37,4.5,+493048827940,3367.2283684654208,52.5288,13.4251,10405,Greifswalderstr. 4
298,italian,Italian,sEIp8JdCDhEWgisvh168Qg,Osteria bei Pino,€€,61,4.5,+49304657179,2435.7157442095686,52.5441397,13.3602497,13353,Willdenowstr. 12
299,hotdog,Hot Dogs,WU1yyRCqv1t1j74uc63RIA,Oishii Hot Dog,€,42,4.0,+493033859394,3546.099353201883,52.54627,13.41401,10437,Schönhauser Allee 65
300,hotdogs,Fast Food,WU1yyRCqv1t1j74uc63RIA,Oishii Hot Dog,€,42,4.0,+493033859394,3546.099353201883,52.54627,13.41401,10437,Schönhauser Allee 65
301,cafes,Cafes,jZQRhVs-_gFmvyxaRBfMdg,Lina Bistro & Café,€€,7,4.5,+49302849841970,242.26977625966597,52.522927,13.37866,10117,Charitéstr.  3
302,lounges,Lounges,orKnWqdFr-Y-jnTw285YHw,Mein Haus am See,€€,161,4.0,+493023883561,1798.385419739355,52.5300561877761,13.4007587070716,10119,Brunnenstr. 197 - 198
303,cafes,Cafes,orKnWqdFr-Y-jnTw285YHw,Mein Haus am See,€€,161,4.0,+493023883561,1798.385419739355,52.5300561877761,13.4007587070716,10119,Brunnenstr. 197 - 198
304,italian,Italian,v2Bj0O983oqXWloPVgej-A,Ristorante a Mano,€€,59,4.5,+493095598243,3541.4528829891124,52.519343265958,13.4275348786102,10243,Strausberger Platz 2
305,japanese,Japanese,1CUzACE0UUo5J0BUtmvS0w,Shiori,€€€€,12,5.0,+493024337766,2181.8526206304014,52.52551,13.40816,10119,Max-Beer-Str. 13
306,cafes,Cafes,A81EKm7ru1nGbxXstEYBhA,MARS,€,6,4.5,+493046061205,2503.6561222135824,52.5461522170179,13.3663061656067,13347,Gerichtstr. 35
307,modern_european,Modern European,9jQV2Mln8hGWaot9Tj2_Dg,heimlichTreu,€€€,9,4.5,+493048494599,2012.1869744954367,52.53548401087,13.3993655938832,10115,Anklamer Str. 38
308,bbq,Barbeque,HFajim9qjlb3vSqnpR96FQ,Rotisserie Weingrün,€€€,108,4.5,+493020621900,2275.7622003219517,52.5126768,13.4034261,10178,Gertraudenstr. 10 - 12
309,german,German,HFajim9qjlb3vSqnpR96FQ,Rotisserie Weingrün,€€€,108,4.5,+493020621900,2275.7622003219517,52.5126768,13.4034261,10178,Gertraudenstr. 10 - 12
310,korean,Korean,vVYzxfNyR3ztpyVgBfwXYQ,Feel Seoul Good,,13,4.5,,3148.5699223408533,52.53696,13.41759,10435,Husemannstr. 2
311,social_clubs,Social Clubs,K_Jt2s8HZ3k-V6zmAJ3U4A,Berlin Capital Club,,16,5.0,+49302062976,1802.1501941974766,52.511899,13.392809,10117,Mohrenstr. 30
312,lounges,Lounges,K_Jt2s8HZ3k-V6zmAJ3U4A,Berlin Capital Club,,16,5.0,+49302062976,1802.1501941974766,52.511899,13.392809,10117,Mohrenstr. 30
313,german,German,K_Jt2s8HZ3k-V6zmAJ3U4A,Berlin Capital Club,,16,5.0,+49302062976,1802.1501941974766,52.511899,13.392809,10117,Mohrenstr. 30
314,vietnamese,Vietnamese,a59ZKUIecHuvsQC5qmfQBw,Minh San,,4,4.5,+493024020891,283.72101743393796,52.52257,13.37883,10117,Reinhardtstr. 44
315,modern_european,Modern European,AwVHXN3HFwTSNksuiSdbsw,GOLVET,€€€€,6,4.5,+493089064222,2180.238536685797,52.5054693,13.3674524,10785,Potsdamer Str. 58
316,korean,Korean,qL4HXzMlxztyGaKHkvFtVQ,CHIBEE,€,10,4.0,+493022326105,2458.5310764231854,52.542915,13.356136,13353,Tegeler Str. 29 a
317,panasian,Pan Asian,jHexJKIMOZ4B0v_Ae1OJxw,Jolly,€€,81,4.0,+493020059500,1328.2168899700594,52.52048,13.3944,10117,Kupfergraben 4/4A
318,chinese,Chinese,jHexJKIMOZ4B0v_Ae1OJxw,Jolly,€€,81,4.0,+493020059500,1328.2168899700594,52.52048,13.3944,10117,Kupfergraben 4/4A
319,cafes,Cafes,lJKw5wOAzn2oAdDcK0hJqQ,Café Krone,€€,95,4.5,+493035125772,2656.5711872602355,52.53971,13.40611,10435,Oderberger Str. 38
320,breakfast_brunch,Breakfast & Brunch,lJKw5wOAzn2oAdDcK0hJqQ,Café Krone,€€,95,4.5,+493035125772,2656.5711872602355,52.53971,13.40611,10435,Oderberger Str. 38
321,sandwiches,Sandwiches,lJKw5wOAzn2oAdDcK0hJqQ,Café Krone,€€,95,4.5,+493035125772,2656.5711872602355,52.53971,13.40611,10435,Oderberger Str. 38
322,indpak,Indian,RdronlrBgpaHIA5VHhbJ8g,Indian Village,,5,5.0,+493025765414,2761.447380140936,52.518159,13.41536,10178,Dircksenstr. 94
323,german,German,sEsT-fXXmvnmxKOmrjBxsA,Käfer,€€€,111,4.0,+49302262990,643.3611550871891,52.518619,13.37631,11011,Platz der Republik 1
324,breakfast_brunch,Breakfast & Brunch,sEsT-fXXmvnmxKOmrjBxsA,Käfer,€€€,111,4.0,+49302262990,643.3611550871891,52.518619,13.37631,11011,Platz der Republik 1
